------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 05:51AM on August 19, 2022
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.973244410589292e+24 34216026218.044174 26623910437.00864 9.818634933837371
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.208751859010017 6.152341551250569 1.88993805916064 -0.25281039086602725 -2.6824947170971263 8.041777290864731
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
     82   -2.3962411833    0.4468895315  -16.1233698497   -6.1337233035    1.8868550056   -2.5844242623
     83   -2.3963549477    0.4437042658  -16.4698601186   -6.1346272620    1.8868921508   -2.5856058341
     84   -2.3964097761    0.4404852064  -16.8199283841   -6.1355096977    1.8869284117   -2.5867592732
     85   -2.3964084589    0.4372340859  -17.1735630164   -6.1363713702    1.8869638193   -2.5878855725
     86   -2.3963536451    0.4339525634  -17.5307523208   -6.1372130038    1.8869984035   -2.5889856788
     87   -2.3962478498    0.4306422289  -17.8914845416   -6.1380352895    1.8870321926   -2.5900604954
     88   -2.4021593229    0.4342162081  -17.9822077387   -6.1388388868    1.8870652138   -2.5911108842
     89   -2.4020304596    0.4309027520  -18.3443373780   -6.1396244258    1.8870974930   -2.5921376689
     90   -2.4210029738    0.4436304254  -17.9905199030   -6.1403925084    1.8871290548   -2.5931416361
     91   -2.4210076483    0.4403584191  -18.3450483368   -6.1411437101    1.8871599230   -2.5941235381
     92   -2.4209723764    0.4370619955  -18.7029097077   -6.1418785813    1.8871901201   -2.5950840944
     93   -2.4208990043    0.4337424130  -19.0640934468   -6.1425976488    1.8872196679   -2.5960239935
     94   -2.4564557780    0.4507594491  -18.3185674630   -6.1433014170    1.8872485869   -2.5969438949
     95   -2.4567006470    0.4474587891  -18.6649537772   -6.1439903690    1.8872768972   -2.5978444298
     96   -2.4569126374    0.4441353973  -19.0144771619   -6.1446649679    1.8873046176   -2.5987262037
     97   -2.4570932513    0.4407903684  -19.3671282867   -6.1453256575    1.8873317665   -2.5995897966
     98   -2.4572439276    0.4374247642  -19.7228977895   -6.1459728636    1.8873583613   -2.6004357651
     99   -2.4573660192    0.4340395905  -20.0817762855   -6.1466069949    1.8873844188   -2.6012646435
    100   -2.4574608228    0.4306358238  -20.4437543641   -6.1472284435    1.8874099553   -2.6020769442
    101   -2.4575295702    0.4272144014  -20.8088225940   -6.1478375862    1.8874349860   -2.6028731598
    102   -2.4694309890    0.4304847763  -20.7796836587   -6.1484347850    1.8874595259   -2.6036537633
    103   -2.4695708329    0.4270488077  -21.1438780989   -6.1490203876    1.8874835893   -2.6044192094
    104   -2.4775915011    0.4280979954  -21.2411526883   -6.1495947287    1.8875071900   -2.6051699355
    105   -2.4777654427    0.4246435040  -21.6066900109   -6.1501581300    1.8875303412   -2.6059063619
    106   -2.4859764068    0.4257760874  -21.6949832390   -6.1507109010    1.8875530555   -2.6066288936
    107   -2.4943218960    0.4269981066  -21.7757958274   -6.1512533398    1.8875753452   -2.6073379200
    108   -2.4945937143    0.4235272619  -22.1406002042   -6.1517857335    1.8875972222   -2.6080338163
    109   -2.5031353208    0.4248430350  -22.2117675631   -6.1523083585    1.8876186978   -2.6087169438
    110   -2.5034506970    0.4213596570  -22.5774258498   -6.1528214813    1.8876397829   -2.6093876508
    111   -2.5121918566    0.4227751268  -22.6385456865   -6.1533253585    1.8876604881   -2.6100462730
    112   -2.5125539730    0.4192813769  -23.0048795070   -6.1538202380    1.8876808235   -2.6106931341
    113   -2.5214978141    0.4208025657  -23.0555460660   -6.1543063586    1.8877007991   -2.6113285464
    114   -2.5219095636    0.4173005195  -23.4223772468   -6.1547839507    1.8877204242   -2.6119528110
    115   -2.3151235684    0.2705497188  -32.8331494451   -6.1552532368    1.8877397079   -2.6125662189
    116   -2.3136393275    0.2666615486  -33.3430190609   -6.1557144318    1.8877586592   -2.6131690508
    117   -2.3207663229    0.2703308826  -33.3995899706   -6.1561677432    1.8877772866   -2.6137615779
    118   -2.3193329256    0.2664682954  -33.9096533007   -6.1566133713    1.8877955982   -2.6143440621
    119   -2.3266597341    0.2703291060  -33.9505394569   -6.1570515098    1.8878136021   -2.6149167567
    120   -2.3252793631    0.2664930432  -34.4605703343   -6.1574823461    1.8878313059   -2.6154799063
    121   -2.3328079718    0.2705516914  -34.4851875710   -6.1579060611    1.8878487171   -2.6160337478
    122   -2.3314826209    0.2667430915  -34.9949596895   -6.1583228299    1.8878658428   -2.6165785098
    123   -2.3392148027    0.2710061416  -35.0027144581   -6.1587328220    1.8878826901   -2.6171144139
    124   -2.3379462880    0.2672259400  -35.5120011808   -6.1591362013    1.8878992657   -2.6176416744
    125   -2.3366683366    0.2634487523  -36.0244794185   -6.1595331266    1.8879155760   -2.6181604988
    126   -2.3446735975    0.2679493104  -36.0108641524   -6.1599237515    1.8879316275   -2.6186710878
    127   -2.3434548677    0.2642015310  -36.5225763588   -6.1603082247    1.8879474262   -2.6191736361
    128   -2.3516674711    0.2689211720  -36.4907067049   -6.1606866906    1.8879629780   -2.6196683320
    129   -2.3505093915    0.2652037166  -37.0014257723   -6.1610592888    1.8879782887   -2.6201553583
    130   -2.3589305163    0.2701497296  -36.9506749253   -6.1614261548    1.8879933638   -2.6206348918
    131   -2.3578344078    0.2664635487  -37.4601727746   -6.1617874197    1.8880082088   -2.6211071042
    132   -2.3567311268    0.2627807804  -37.9726921270   -6.1621432109    1.8880228289   -2.6215721619
    133   -2.3654321307    0.2679895158  -37.8979494742   -6.1624936519    1.8880372292   -2.6220302262
    134   -2.3643925384    0.2643389818  -38.4089674900   -6.1628388624    1.8880514145   -2.6224814537
    135   -2.3633465307    0.2606920887  -38.9229447058   -6.1631789586    1.8880653896   -2.6229259964
    136   -2.3723296867    0.2661730765  -38.8231608521   -6.1635140535    1.8880791592   -2.6233640017
    137   -2.3713488624    0.2625593627  -39.3353569105   -6.1638442564    1.8880927278   -2.6237956128
    138   -2.3805442319    0.2682921656  -39.2143742225   -6.1641696739    1.8881060998   -2.6242209686
    139   -2.3796295041    0.2647126294  -39.7245581099   -6.1644904090    1.8881192794   -2.6246402042
    140   -2.3787094005    0.2611368551  -40.2375914885   -6.1648065622    1.8881322707   -2.6250534507
    141   -2.3940063596    0.2630597512  -40.0843481899   -6.1651182310    1.8881450777   -2.6254608356
    142   -2.3931934192    0.2594674713  -40.5950528688   -6.1654255101    1.8881577043   -2.6258624827
    143   -2.3923755796    0.2558788642  -41.1085485469   -6.1657284915    1.8881701543   -2.6262585123
    144   -2.4081346885    0.2580075122  -40.9271004042   -6.1660272649    1.8881824314   -2.6266490415
    145   -2.4074252310    0.2544038731  -41.4379859524   -6.1663219173    1.8881945392   -2.6270341841
    146   -2.4067112819    0.2508038047  -41.9516052711   -6.1666125333    1.8882064811   -2.6274140507
    147   -2.4229339350    0.2531574064  -41.7408241395   -6.1668991954    1.8882182606   -2.6277887491
    148   -2.4223294637    0.2495439181  -42.2515508094   -6.1671819837    1.8882298808   -2.6281583841
    149   -2.4217208512    0.2459338917  -42.7649552122   -6.1674609761    1.8882413451   -2.6285230574
    150   -2.4211082091    0.2423274829  -43.2810279729   -6.1677362487    1.8882526566   -2.6288828685
    151   -2.4379112036    0.2449099633  -43.0339150364   -6.1680078752    1.8882638182   -2.6292379138
    152   -2.4374092333    0.2412916181  -43.5467656172   -6.1682759278    1.8882748329   -2.6295882876
    153   -2.4369035193    0.2376767692  -44.0622300191   -6.1685404763    1.8882857037   -2.6299340812
    154   -2.4541750674    0.2405254463  -43.7832186860   -6.1688015892    1.8882964332   -2.6302753840
    155   -2.4537809158    0.2369005546  -44.2951757455   -6.1690593329    1.8883070244   -2.6306122830
    156   -2.4533832683    0.2332790407  -44.8096931293   -6.1693137721    1.8883174797   -2.6309448627
    157   -2.4529821960    0.2296610317  -45.3267622366   -6.1695649701    1.8883278019   -2.6312732057
    158   -2.4708399950    0.2327853826  -45.0082942485   -6.1698129884    1.8883379934   -2.6315973925
    159   -2.4705514497    0.2291591218  -45.5215246407   -6.1700578870    1.8883480567   -2.6319175014
    160   -2.4702596828    0.2255362441  -46.0372545902   -6.1702997243    1.8883579942   -2.6322336090
    161   -2.4885902004    0.2289718937  -45.6841965082   -6.1705385574    1.8883678083   -2.6325457898
    162   -2.4884117086    0.2253429550  -46.1957981637   -6.1707744420    1.8883775012   -2.6328541165
    163   -2.4882301705    0.2217172823  -46.7098481037   -6.1710074323    1.8883870752   -2.6331586601
    164   -2.4880456329    0.2180949866  -47.2263384558   -6.1712375813    1.8883965324   -2.6334594897
    165   -2.2806363947    0.1173344803  -58.9938191498   -6.1714649405    1.8884058750   -2.6337566729
    166   -2.2791564238    0.1138471559  -59.6262575629   -6.1716895605    1.8884151050   -2.6340502756
    167   -2.2776738681    0.1103691864  -60.2613681022   -6.1719114904    1.8884242245   -2.6343403621
    168   -2.2761887851    0.1069006316  -60.8991392627   -6.1721307783    1.8884332354   -2.6346269951
    169   -2.2914989491    0.1152421785  -60.3981240388   -6.1723474711    1.8884421397   -2.6349102361
    170   -2.2901109297    0.1117974849  -61.0305470410   -6.1725616146    1.8884509392   -2.6351901448
    171   -2.2887204805    0.1083618679  -61.6655789153   -6.1727732534    1.8884596358   -2.6354667797
    172   -2.2873276478    0.1049353809  -62.3032086931   -6.1729824314    1.8884682313   -2.6357401980
    173   -2.2859324711    0.1015180705  -62.9434254457   -6.1731891911    1.8884767274   -2.6360104553
    174   -2.3018422487    0.1103527045  -62.3785877524   -6.1733935742    1.8884851259   -2.6362776062
    175   -2.3005446744    0.1069600450  -63.0130350591   -6.1735956216    1.8884934284   -2.6365417040
    176   -2.2992448299    0.1035762336  -63.6500195936   -6.1737953729    1.8885016365   -2.6368028007
    177   -2.2979427476    0.1002013140  -64.2895309399   -6.1739928672    1.8885097519   -2.6370609471
    178   -2.3143534697    0.1095417926  -63.6664058493   -6.1741881424    1.8885177761   -2.6373161930
    179   -2.3131494346    0.1061928566  -64.2997611660   -6.1743812358    1.8885257106   -2.6375685870
    180   -2.3119432154    0.1028524893  -64.9355949300   -6.1745721837    1.8885335570   -2.6378181766
    181   -2.3107348427    0.0995207351  -65.5738972180   -6.1747610217    1.8885413167   -2.6380650083
    182   -2.3095243419    0.0961976336  -66.2146581415   -6.1749477846    1.8885489911   -2.6383091276
    183   -2.3265371819    0.1060912962  -65.5216833039   -6.1751325063    1.8885565816   -2.6385505789
    184   -2.3254251473    0.1027953083  -66.1558578572   -6.1753152201    1.8885640896   -2.6387894057
    185   -2.3243110188    0.0995076560  -66.7924443805   -6.1754959587    1.8885715165   -2.6390256507
    186   -2.3231948203    0.0962283803  -67.4314334574   -6.1756747539    1.8885788635   -2.6392593553
    187   -2.3220765731    0.0929575177  -68.0728157052   -6.1758516368    1.8885861319   -2.6394905605
    188   -2.3447895809    0.0989377513  -67.3020179565   -6.1760266380    1.8885933230   -2.6397193060
    189   -2.3437955095    0.0956555970  -67.9363553945   -6.1761997873    1.8886004380   -2.6399456309
    190   -2.3427993804    0.0923814658  -68.5730409067   -6.1763711140    1.8886074782   -2.6401695735
    191   -2.3418012129    0.0891153963  -69.2120655644   -6.1765406467    1.8886144445   -2.6403911711
    192   -2.3408010132    0.0858574153  -69.8534204728   -6.1767084134    1.8886213384   -2.6406104604
    193   -2.3695446144    0.0877787525  -69.0011027068   -6.1768744416    1.8886281608   -2.6408274772
    194   -2.3686946517    0.0844728218  -69.6349481582   -6.1770387582    1.8886349128   -2.6410422568
    195   -2.3678426173    0.0811745440  -70.2710801830   -6.1772013895    1.8886415956   -2.6412548336
    196   -2.3669885227    0.0778839536  -70.9094903209   -6.1773623613    1.8886482102   -2.6414652411
    197   -2.3661323802    0.0746010858  -71.5501701371   -6.1775216989    1.8886547577   -2.6416735126
    198   -2.3958534488    0.0770759045  -70.6172904039   -6.1776794269    1.8886612390   -2.6418796803
    199   -2.3951484272    0.0737491969  -71.2500101906   -6.1778355698    1.8886676552   -2.6420837759
    200   -2.3944413097    0.0704298073  -71.8849572271   -6.1779901513    1.8886740072   -2.6422858306
    201   -2.3937320997    0.0671177657  -72.5221235034   -6.1781431946    1.8886802960   -2.6424858749
    202   -2.3930208062    0.0638131070  -73.1615010299   -6.1782947226    1.8886865226   -2.6426839384
    203   -2.3923074364    0.0605158636  -73.8030818437   -6.1784447578    1.8886926878   -2.6428800506
    204   -2.4231659265    0.0635675391  -72.7752153417   -6.1785933220    1.8886987925   -2.6430742402
    205   -2.4226045153    0.0602305244  -73.4083422867   -6.1787404368    1.8887048377   -2.6432665352
    206   -2.4220409751    0.0569005541  -74.0436315716   -6.1788861233    1.8887108243   -2.6434569633
    207   -2.4214753086    0.0535776597  -74.6810756371   -6.1790304022    1.8887167529   -2.6436455514
    208   -2.4209075207    0.0502618735  -75.3206669453   -6.1791732939    1.8887226246   -2.6438323263
    209   -2.4203376088    0.0469532214  -75.9623979835   -6.1793148181    1.8887284401   -2.6440173138
    210   -2.2276953347   -0.0211289171  -88.7525527685   -6.1794549945    1.8887342002   -2.6442005395
    211   -2.2262055990   -0.0241731714  -89.4861322651   -6.1795938422    1.8887399056   -2.6443820285
    212   -2.2247143608   -0.0272073045  -90.2219022914   -6.1797313800    1.8887455573   -2.6445618053
    213   -2.2232216279   -0.0302313141  -90.9598532923   -6.1798676264    1.8887511559   -2.6447398941
    214   -2.2217274119   -0.0332451954  -91.6999757456   -6.1800025994    1.8887567022   -2.6449163185
    215   -2.2202317172   -0.0362489498  -92.4422601668   -6.1801363169    1.8887621969   -2.6450911018
    216   -2.2187345564   -0.0392425721  -93.1866971016   -6.1802687963    1.8887676407   -2.6452642667
    217   -2.2442921831   -0.0271535628  -91.8266663350   -6.1804000546    1.8887730343   -2.6454358356
    218   -2.2429161773   -0.0301409409  -92.5612339868   -6.1805301088    1.8887783785   -2.6456058304
    219   -2.2415386168   -0.0331185939  -93.2979218314   -6.1806589752    1.8887836738   -2.6457742728
    220   -2.2401595080   -0.0360865187  -94.0367208957   -6.1807866701    1.8887889210   -2.6459411840
    221   -2.2387788599   -0.0390447104  -94.7776222362   -6.1809132095    1.8887941207   -2.6461065846
    222   -2.2373966696   -0.0419931741  -95.5206169474   -6.1810386088    1.8887992736   -2.6462704951
    223   -2.2360129508   -0.0449319014  -96.2656961459   -6.1811628834    1.8888043803   -2.6464329355
    224   -2.2625925449   -0.0319351230  -94.7686337061   -6.1812860485    1.8888094413   -2.6465939256
    225   -2.2613302869   -0.0348654000  -95.5032620516   -6.1814081188    1.8888144574   -2.6467534847
    226   -2.2600664032   -0.0377863350  -96.2399442998   -6.1815291088    1.8888194291   -2.6469116317
    227   -2.2588008982   -0.0406979248  -96.9786720276   -6.1816490328    1.8888243570   -2.6470683854
    228   -2.2575337836   -0.0436001597  -97.7194368361   -6.1817679048    1.8888292417   -2.6472237641
    229   -2.2562650599   -0.0464930397  -98.4622303614   -6.1818857387    1.8888340837   -2.6473777857
    230   -2.2549947162   -0.0493765774  -99.2070442745   -6.1820025479    1.8888388835   -2.6475304680
    231   -2.2825990874   -0.0353925533  -97.5651364669   -6.1821183458    1.8888436419   -2.6476818284
    232   -2.2814505224   -0.0382651592  -98.2988982138   -6.1822331454    1.8888483592   -2.6478318839
    233   -2.2803002542   -0.0411287880  -99.0346512465   -6.1823469596    1.8888530360   -2.6479806515
    234   -2.2791482819   -0.0439834389  -99.7723876644   -6.1824598011    1.8888576729   -2.6481281475
    235   -2.2779946086   -0.0468291085 -100.5120995907   -6.1825716822    1.8888622703   -2.6482743882
    236   -2.2768392351   -0.0496657952 -101.2537791757   -6.1826826151    1.8888668287   -2.6484193896
    237   -2.2756821581   -0.0524935012 -101.9974185977   -6.1827926120    1.8888713487   -2.6485631673
    238   -2.2745233855   -0.0553122198 -102.7430100552   -6.1829016844    1.8888758306   -2.6487057369
    239   -2.3192104025   -0.0565352119 -100.9201154575   -6.1830098442    1.8888802751   -2.6488471134
    240   -2.3182334869   -0.0594454925 -101.6539586562   -6.1831171025    1.8888846825   -2.6489873117
    241   -2.3172546899   -0.0623472393 -102.3897265192   -6.1832234708    1.8888890534   -2.6491263466
    242   -2.3162740096   -0.0652404497 -103.1274116627   -6.1833289600    1.8888933881   -2.6492642324
    243   -2.3152914461   -0.0681251192 -103.8670067250   -6.1834335810    1.8888976872   -2.6494009834
    244   -2.3143069975   -0.0710012455 -104.6085043695   -6.1835373445    1.8889019510   -2.6495366134
    245   -2.3133206620   -0.0738688266 -105.3518972825   -6.1836402608    1.8889061800   -2.6496711363
    246   -2.3123324376   -0.0767278607 -106.0971781743   -6.1837423405    1.8889103746   -2.6498045655
    247   -2.3113423231   -0.0795783460 -106.8443397775   -6.1838435936    1.8889145353   -2.6499369143
    248   -2.3581012123   -0.0798177752 -104.8300625096   -6.1839440302    1.8889186624   -2.6500681958
    249   -2.3572942848   -0.0827521501 -105.5647900007   -6.1840436600    1.8889227564   -2.6501984228
    250   -2.3564852930   -0.0856783773 -106.3013725913   -6.1841424928    1.8889268176   -2.6503276079
    251   -2.3556742290   -0.0885964569 -107.0398034087   -6.1842405381    1.8889308464   -2.6504557637
    252   -2.3548610900   -0.0915063845 -107.7800755988   -6.1843378052    1.8889348433   -2.6505829025
    253   -2.3540458726   -0.0944081570 -108.5221823291   -6.1844343035    1.8889388086   -2.6507090361
    254   -2.3532285766   -0.0973017687 -109.2661167864   -6.1845300419    1.8889427427   -2.6508341766
    255   -2.3524091920   -0.1001872219 -110.0118721836   -6.1846250294    1.8889466459   -2.6509583356
    256   -2.3515877207   -0.1030645100 -110.7594417486   -6.1847192748    1.8889505186   -2.6510815246
    257   -2.1753016769   -0.1448995556 -123.8526898412   -6.1848127868    1.8889543611   -2.6512037549
    258   -2.1738186725   -0.1474891869 -124.6710555572   -6.1849055739    1.8889581739   -2.6513250377
    259   -2.1723342819   -0.1500691577 -125.4912033531   -6.1849976445    1.8889619573   -2.6514453839
    260   -2.1708485054   -0.1526394802 -126.3131253420   -6.1850890069    1.8889657115   -2.6515648044
    261   -2.1693613437   -0.1552001656 -127.1368136652   -6.1851796692    1.8889694370   -2.6516833099
    262   -2.1678727975   -0.1577512254 -127.9622604920   -6.1852696393    1.8889731340   -2.6518009106
    263   -2.1663828676   -0.1602926714 -128.7894580207   -6.1853589254    1.8889768029   -2.6519176171
    264   -2.1648915542   -0.1628245158 -129.6183984778   -6.1854475350    1.8889804440   -2.6520334395
    265   -2.1633988576   -0.1653467708 -130.4490741181   -6.1855354758    1.8889840577   -2.6521483877
    266   -2.2015768473   -0.1501025666 -127.8740332240   -6.1856227554    1.8889876442   -2.6522624716
    267   -2.2002237370   -0.1526377860 -128.6909372688   -6.1857093813    1.8889912038   -2.6523757010
    268   -2.1988690626   -0.1551637897 -129.5095638139   -6.1857953607    1.8889947368   -2.6524880854
    269   -2.1975128177   -0.1576805912 -130.3299055242   -6.1858807008    1.8889982436   -2.6525996342
    270   -2.1961550063   -0.1601881975 -131.1519550856   -6.1859654088    1.8890017244   -2.6527103568
    271   -2.1947956256   -0.1626866206 -131.9757052131   -6.1860494917    1.8890051795   -2.6528202621
    272   -2.1934346760   -0.1651758701 -132.8011486449   -6.1861329562    1.8890086092   -2.6529293594
    273   -2.1920721532   -0.1676559591 -133.6282781475   -6.1862158094    1.8890120138   -2.6530376574
    274   -2.1907080570   -0.1701268982 -134.4570865106   -6.1862980577    1.8890153935   -2.6531451649
    275   -2.1893423864   -0.1725886981 -135.2875665492   -6.1863797079    1.8890187486   -2.6532518906
    276   -2.1879751402   -0.1750413706 -136.1197111039   -6.1864607664    1.8890220795   -2.6533578429
    277   -2.2279992283   -0.1582632101 -133.2633694173   -6.1865412397    1.8890253863   -2.6534630301
    278   -2.2267717339   -0.1607255479 -134.0809364048   -6.1866211340    1.8890286693   -2.6535674607
    279   -2.2255424805   -0.1631791231 -134.9001571126   -6.1867004556    1.8890319287   -2.6536711426
    280   -2.2243114677   -0.1656239438 -135.7210247633   -6.1867792106    1.8890351649   -2.6537740839
    281   -2.2230786946   -0.1680600186 -136.5435326025   -6.1868574051    1.8890383781   -2.6538762926
    282   -2.2218441541   -0.1704873614 -137.3676739022   -6.1869350450    1.8890415684   -2.6539777763
    283   -2.2206078371   -0.1729059871 -138.1934419581   -6.1870121362    1.8890447362   -2.6540785429
    284   -2.2193697659   -0.1753158867 -139.0208300706   -6.1870886845    1.8890478817   -2.6541785999
    285   -2.2181299094   -0.1777170931 -139.8498315931   -6.1871646957    1.8890510052   -2.6542779547
    286   -2.2168882836   -0.1801096021 -140.6804398744   -6.1872401753    1.8890541067   -2.6543766147
    287   -2.2156448755   -0.1824934328 -141.5126483024   -6.1873151289    1.8890571867   -2.6544745872
    288   -2.2800729122   -0.1896550994 -138.3345979551   -6.1873895620    1.8890602453   -2.6545718793
    289   -2.2790362822   -0.1921728208 -139.1513141731   -6.1874634799    1.8890632827   -2.6546684981
    290   -2.2779975792   -0.1946822298 -139.9696213459   -6.1875368881    1.8890662992   -2.6547644506
    291   -2.2769567967   -0.1971833358 -140.7895132186   -6.1876097918    1.8890692949   -2.6548597436
    292   -2.2759139318   -0.1996761463 -141.6109835550   -6.1876821962    1.8890722702   -2.6549543839
    293   -2.2748689799   -0.2021606693 -142.4340261391   -6.1877541063    1.8890752251   -2.6550483782
    294   -2.2738219372   -0.2046369131 -143.2586347753   -6.1878255272    1.8890781599   -2.6551417331
    295   -2.2727727996   -0.2071048860 -144.0848032880   -6.1878964639    1.8890810748   -2.6552344551
    296   -2.2717215627   -0.2095645966 -144.9125255216   -6.1879669213    1.8890839700   -2.6553265506
    297   -2.2706682226   -0.2120160533 -145.7417953403   -6.1880369043    1.8890868457   -2.6554180259
    298   -2.2696127736   -0.2144592668 -146.5726066291   -6.1881064176    1.8890897021   -2.6555088873
    299   -2.2685552174   -0.2168942403 -147.4049532883   -6.1881754659    1.8890925395   -2.6555991409
    300   -2.1176650249   -0.2450790803 -159.9012197872   -6.1882440538    1.8890953579   -2.6556887928
    301   -2.1161447098   -0.2472729677 -160.7867076390   -6.1883121861    1.8890981575   -2.6557778490
    302   -2.1146229602   -0.2494578466 -161.6736665306   -6.1883798671    1.8891009387   -2.6558663155
    303   -2.1130997694   -0.2516337378 -162.5620897652   -6.1884471014    1.8891037014   -2.6559541980
    304   -2.1115751393   -0.2538006547 -163.4519706648   -6.1885138934    1.8891064460   -2.6560415023
    305   -2.1100490678   -0.2559586143 -164.3433025781   -6.1885802474    1.8891091726   -2.6561282342
    306   -2.1085215539   -0.2581076329 -165.2360788781   -6.1886461677    1.8891118814   -2.6562143992
    307   -2.1069925969   -0.2602477263 -166.1302929611   -6.1887116585    1.8891145725   -2.6563000028
    308   -2.1054621923   -0.2623789135 -167.0259382510   -6.1887767241    1.8891172462   -2.6563850506
    309   -2.1039303512   -0.2645012017 -167.9230081851   -6.1888413686    1.8891199026   -2.6564695479
    310   -2.1023970582   -0.2666146179 -168.8214962415   -6.1889055959    1.8891225418   -2.6565535000
    311   -2.1008623138   -0.2687191777 -169.7213959132   -6.1889694103    1.8891251640   -2.6566369123
    312   -2.0993261323   -0.2708148858 -170.6227007071   -6.1890328156    1.8891277694   -2.6567197899
    313   -2.0977884967   -0.2729017709 -171.5254041747   -6.1890958157    1.8891303582   -2.6568021379
    314   -2.1503251945   -0.2558467420 -167.4728583176   -6.1891584146    1.8891329305   -2.6568839614
    315   -2.1489400607   -0.2579673107 -168.3589221746   -6.1892206160    1.8891354865   -2.6569652654
    316   -2.1475532095   -0.2600793809 -169.2463908026   -6.1892824237    1.8891380263   -2.6570460548
    317   -2.1461646461   -0.2621829611 -170.1352580735   -6.1893438415    1.8891405500   -2.6571263345
    318   -2.1447743492   -0.2642780822 -171.0255178992   -6.1894048730    1.8891430579   -2.6572061093
    319   -2.1433823369   -0.2663647420 -171.9171641852   -6.1894655219    1.8891455501   -2.6572853839
    320   -2.1419885960   -0.2684429647 -172.8101908806   -6.1895257917    1.8891480267   -2.6573641631
    321   -2.1405931312   -0.2705127594 -173.7045919430   -6.1895856860    1.8891504878   -2.6574424514
    322   -2.1391959365   -0.2725741447 -174.6003613588   -6.1896452082    1.8891529337   -2.6575202535
    323   -2.1377970110   -0.2746271343 -175.4974931319   -6.1897043619    1.8891553645   -2.6575975738
    324   -2.1363963527   -0.2766717435 -176.3959812880   -6.1897631505    1.8891577802   -2.6576744168
    325   -2.1349939612   -0.2787079858 -177.2958198726   -6.1898215773    1.8891601810   -2.6577507870
    326   -2.1335898320   -0.2807358787 -178.1970029554   -6.1898796457    1.8891625672   -2.6578266886
    327   -2.1321839671   -0.2827554339 -179.0995246217   -6.1899373589    1.8891649387   -2.6579021260
    328   -2.1999144402   -0.2789780727 -174.5762104244   -6.1899947201    1.8891672958   -2.6579771034
    329   -2.1986918069   -0.2810916883 -175.4610318392   -6.1900517327    1.8891696385   -2.6580516250
    330   -2.1974671107   -0.2831972767 -176.3471994493   -6.1901083998    1.8891719671   -2.6581256950
    331   -2.1962403445   -0.2852948541 -177.2347076606   -6.1901647244    1.8891742815   -2.6581993174
    332   -2.1950115081   -0.2873844314 -178.1235508934   -6.1902207098    1.8891765821   -2.6582724963
    333   -2.1937805981   -0.2894660219 -179.0137235883   -6.1902763589    1.8891788688   -2.6583452357
    334   -2.1925476127   -0.2915396375 -179.9052202037   -6.1903316747    1.8891811418   -2.6584175396
    335   -2.1913125450   -0.2936052948 -180.7980352202   -6.1903866603    1.8891834013   -2.6584894118
    336   -2.1900754041   -0.2956629975 -181.6921631261   -6.1904413187    1.8891856473   -2.6585608561
    337   -2.1888361748   -0.2977127683 -182.5875984438   -6.1904956526    1.8891878800   -2.6586318765
    338   -2.1875948599   -0.2997546164 -183.4843357029   -6.1905496651    1.8891900994   -2.6587024766
    339   -2.1863514556   -0.3017885556 -184.3823694556   -6.1906033589    1.8891923058   -2.6587726602
    340   -2.1851059568   -0.3038146012 -185.2816942728   -6.1906567368    1.8891944992   -2.6588424309
    341   -2.1838583715   -0.3058327580 -186.1823047353   -6.1907098017    1.8891966797   -2.6589117925
    342   -2.1826086865   -0.3078430479 -187.0841954561   -6.1907625562    1.8891988475   -2.6589807484
    343   -2.1813569046   -0.3098454799 -187.9873610556   -6.1908150032    1.8892010026   -2.6590493023
    344   -2.0577399554   -0.3310010265 -199.3918057177   -6.1908671452    1.8892031452   -2.6591174575
    345   -2.0561762307   -0.3328232353 -200.3334226050   -6.1909189849    1.8892052754   -2.6591852177
    346   -2.0546109938   -0.3346372050 -201.2762425718   -6.1909705250    1.8892073933   -2.6592525862
    347   -2.0530442405   -0.3364429556 -202.2202599513   -6.1910217681    1.8892094990   -2.6593195664
    348   -2.0514759746   -0.3382405010 -203.1654690915   -6.1910727166    1.8892115925   -2.6593861617
    349   -2.0499061926   -0.3400298606 -204.1118643671   -6.1911233732    1.8892136741   -2.6594523753
    350   -2.0483348997   -0.3418110474 -205.0594401669   -6.1911737403    1.8892157438   -2.6595182106
    351   -2.0467620901   -0.3435840827 -206.0081909084   -6.1912238204    1.8892178016   -2.6595836707
    352   -2.0451877659   -0.3453489816 -206.9581110242   -6.1912736160    1.8892198478   -2.6596487589
    353   -2.0436119267   -0.3471057614 -207.9091949692   -6.1913231294    1.8892218824   -2.6597134783
    354   -2.0420345728   -0.3488544391 -208.8614372186   -6.1913723631    1.8892239055   -2.6597778321
    355   -2.0404557037   -0.3505950318 -209.8148322683   -6.1914213194    1.8892259172   -2.6598418233
    356   -2.0388753198   -0.3523275564 -210.7693746344   -6.1914700007    1.8892279176   -2.6599054550
